disciplina;materia;dificuldade;enunciado;alternativa_a;alternativa_b;alternativa_c;alternativa_d;alternativa_e;resposta_correta;justificativa;dica;formula
Direito Internacional;Controle de Convencionalidade;Médio;Em relação ao controle de convencionalidade, assinale a afirmativa correta.;De acordo com a teoria do duplo controle, as normas jurídicas devem guardar compatibilidade não apenas com a respectiva Constituição nacional, mas também com as disposições internacionais acolhidas pelo respectivo Estado-parte. Assim, para ser considerada hígida, a norma deve passar tanto pelo controle de constitucionalidade quanto pelo controle de convencionalidade.;Enquanto o controle judicial de constitucionalidade é exercido de modo exclusivo pelo Poder Judiciário nacional, o controle judicial de convencionalidade é exercido de modo exclusivo pelos órgãos internacionais competentes, de acordo com o que preconiza o tratado ou a convenção internacional especificamente.;De acordo com a classificação doutrinária comumente empregada, o controle judicial de convencionalidade realizado no plano internacional, pode ocorrer pela via concentrada ou pela via difusa. Já o controle judicial de convencionalidade realizado no plano interno somente pode ocorrer pela via concentrada, isto é, pelo órgão de cúpula do Poder Judiciário nacional.;De acordo com a teoria do duplo controle, impõe-se ao órgão internacional com competência para a realização do controle de convencionalidade que promove, igualmente, o controle de constitucionalidade das normas jurídicas analisadas, aferindo a sua compatibilidade em face da Carta Constitucional do respectivo Estado-parte.;Diversamente do que se verifica em relação ao controle de constitucionalidade, comumente atribuído pelas cartas constitucionais a todos os poderes (Legislativo, Executivo e Judiciário), no plano nacional, o controle de convencionalidade somente é imputado ao Poder Judiciário.;a;A teoria do duplo controle exige que a norma seja compatível com a Constituição e com os tratados internacionais.;O controle de convencionalidade é exercido internamente pelos juízes.;Não se aplica.
Direito Processual Civil;Mandado de Segurança;Médio;No que concerne à ação de mandado de segurança, assinale a afirmativa correta.;Proferindo o juiz sentença de procedência do pedido, estará ela sujeita ao reexame necessário pelo órgão de segunda instância.;A decisão de indeferimento da medida liminar é impugnável pelo recurso de agravo de instrumento, não o sendo, contudo, a que a defere.;O juiz poderá, caso repute necessário para a completa instrução do feito, determinar a colheita do depoimento pessoal da autoridade impetrada.;O impetrante dispõe do prazo de cento e vinte dias para ajuizar a demanda, contados a partir da edição, pela autoridade impetrada, do ato impugnado.;Concedida a segurança, para o fim de assegurar ao impetrante o recebimento de vantagens pecuniárias, não lhe será lícito deduzir pretensão de execução por quantia certa em sede de cumprimento de sentença.;b;A decisão que indefere a liminar no mandado de segurança é agravável por instrumento, conforme art. 1.016, II, do CPC.;O agravo de instrumento é cabível contra decisão que indefere liminar em mandado de segurança.;Não se aplica.
Direito Processual Civil;Ação Popular;Médio;André intentou ação popular, pleiteando a declaração de nulidade de contrato celebrado entre a Administração Pública e a sociedade empresária X. De acordo com a petição inicial, o contrato impugnado, além de lesivo ao patrimônio público, foi fruto de desvio de finalidade, consubstanciado no propósito de favorecer a empresa contratada. A peça exordial foi distribuída no dia 27 de fevereiro de 2024 a um juízo dotado de competência para matéria fazendária de uma determinada comarca. Após o juízo positivo de admissibilidade da ação, as citações dos litisconsortes passivos ocorreram nos dias 25 e 28 de março de 2024. Ignorando a iniciativa de André, Bruno também ajuizou ação popular para ver declarado nulo o mesmo contrato, estribando-se, para tanto, no argumento de que a avença padecia de vícios de forma e de incompetência do agente estatal que a firmara. A petição inicial foi distribuída a um outro juízo fazendário da mesma comarca, o que se deu no dia 05 de março de 2024, efetivando-se as citações, após o juízo positivo de admissibilidade da demanda, nos dias 18 e 21 de março de 2024. Nesse cenário, é correto afirmar que;está configurada a conexão entre as ações populares, devendo os respectivos feitos ser reunidos para processamento e julgamento simultâneos pelo juízo ao qual foi distribuída a petição inicial de André.;está configurada a conexão entre as ações populares, devendo os respectivos feitos ser reunidos para processamento e julgamento simultâneos pelo juízo ao qual foi distribuída a petição inicial de Bruno.;está configurada a continência entre as ações populares, devendo os respectivos feitos ser reunidos para processamento e julgamento simultâneos pelo juízo ao quale foi distribuída a petição inicial de André.;está configurada a continência entre as ações populares, devendo os respectivos feitos ser reunidos para processamento e julgamento simultâneos pelo juízo ao qual foi distribuída a petição inicial de Bruno.;não está configurada a conexão nem a continência entre as ações populares, devendo os respectivos feitos tramitar separadamente perante os juízos aos quais foi distribuída cada petição inicial.;a;Há conexão porque as ações têm mesmo objeto e causa de pedir. O juízo prevento é o de André, que foi distribuído primeiro.;Na conexão, prevalece o juízo prevento.;Não se aplica.
Direito Processual Civil;Honorários Advocatícios;Fácil;No que se refere à disciplina legal dos honorários advocatícios, é correto afirmar que;é possível a sua compensação nas hipóteses de sucumbência parcial.;é vedada a percepção de honorários sucumbenciais por advogados públicos.;os honorários serão devidos por quem deu causa ao processo, nas hipóteses de perda superveniente do interesse de agir.;não serão devidos honorários sucumbenciais quando a parte vitoriosa no processo for advogado atuando em causa própria.;não será lícito ao advogado valer-se de ação autônoma para cobrar o respectivo valor, transitando em julgado decisão que tenha sido omissa quanto ao direito aos honorários.;a;Os honorários podem ser compensados em caso de sucumbência recíproca (sucumbência parcial).;A sucumbência recíproca permite compensação de honorários.;Não se aplica.
Direito Processual Civil;Assistência Judiciária Gratuita;Médio;Determinada pessoa jurídica estrangeira intentou demanda em que pleiteava a condenação da parte ré a lhe pagar uma obrigação derivada de contrato por ambas celebrado. Além do pedido principal, a autora requereu lhe fosse deferido o benefício da gratuidade de justiça, afirmando que não dispunha de condições econômicas que lhe permitissem arcar com as despesas do processo. Ao tomar contato com a petição inicial, o juiz determinou a intimação do advogado da demandante para que anexasse documentos comprobatórios da alegada hipossuficiência econômica, o que não foi atendido. Na sequência, o magistrado indeferiu o requerimento da gratuidade de justiça e determinou a intimação da autora, uma vez mais na pessoa de seu advogado, para que, no prazo de quinze dias, recolhesse os valores apurados a título de custas processuais e taxa judiciária. Contudo, a postura inerte do causídico persistiu, o que levou o juiz a determinar o cancelamento da distribuição. Sobre esse quadro, assinale a afirmativa correta.;O juiz acertou ao determinar o cancelamento da distribuição, sendo a sua decisão impugnável por recurso de apelação.;O juiz acertou ao determinar o cancelamento da distribuição, sendo a sua decisão impugnável por recurso de agravo de instrumento.;O juiz errou ao assinar o prazo de quinze dias para o recolhimento das custas processuais e taxa judiciária, já que o prazo legal para tanto é de cinco dias.;O juiz errou ao determinar a comprovação da alegada hipossuficiência econômica da autora, já que não assiste às pessoas jurídicas estrangeiras o direito à gratuidade de justiça.;O juiz errou ao determinar a intimação do advogado da autora para que providenciasse o recolhimento das custas processuais e taxa judiciária, já que o destinatário desse ato intimatório deve ser a própria parte.;d;Pessoas jurídicas estrangeiras não têm direito à gratuidade de justiça, conforme art. 98, § 2º, do CPC.;A gratuidade de justiça é para pessoas físicas, não para jurídicas estrangeiras.;Não se aplica.
Direito Processual Civil;Ação de Conhecimento vs. Execução;Médio;Determinado credor, munido de nota promissória representativa de obrigação pecuniária certa, líquida e vencida há pouco tempo, sem que tivesse sido paga, ajuizou ação de conhecimento, pleiteando a condenação do devedor a pagar o débito, com os consectários da mora. Tomando contato com a postulação, o magistrado deverá;julgar liminarmente improcedente o pedido do autor.;indeferir de plano a petição inicial, haja vista a falta de interesse de agir.;converter de ofício o procedimento para o da execução por quantia certa.;proceder ao juízo positivo de admissibilidade da demanda, ordenando a citação do réu para apresentar resposta.;assinar prazo para que o autor emende a petição inicial, adequando-a à pretensão de execução por quantia certa.;d;A nota promissória é título executivo, mas o autor pode optar pela ação de conhecimento. O juiz deve admitir a inicial.;O credor pode escolher entre ação de conhecimento e execução.;Não se aplica.
Direito Processual Civil;Litisconsórcio Passivo Necessário;Médio;Depois de ter sido excluída de procedimento de licitação, a sociedade empresária A ajuizou demanda pelo procedimento comum, a fim de ver anulado o ato administrativo que a havia eliminado do certame, e bem assim aquele que adjudicara o seu objeto à sociedade empresária B. Na petição inicial, fez-se constar no polo passivo, apenas, o ente público responsável pela organização e condução do procedimento licitatório. Tomando contato com a peça exordial, deverá o juiz;incluir de ofício no polo passivo a sociedade empresária B, haja vista a configuração do litisconsórcio passivo necessário, e proceder ao juízo positivo de admissibilidade da demanda, ordenando a citação dos réus.;determinar de ofício a intimação da autora para que, em prazo a lhe ser assinado, emende a inicial para incluir no polo passivo a sociedade empresária B e requerer a sua citação, haja vista a configuração do litisconsórcio passivo necessário.;incluir de ofício no polo passivo a sociedade empresária B, haja vista a configuração do litisconsórcio passivo facultativo, e proceder ao juízo positivo de admissibilidade da demanda, ordenando a citação dos réus.;determinar de ofício a intimação da autora para que, em prazo a lhe ser assinado, emende a inicial para incluir no polo passivo a sociedade empresária B e requerer a sua citação, haja vista a configuração do litisconsórcio passivo facultativo.;proceder ao juízo positivo de admissibilidade da ação, só lhe sendo lícito determinar que a autora inclua no polo passivo a sociedade empresária B se o ente público suscitar a questão, haja vista a configuração do litisconsórcio passivo facultativo.;b;A sociedade B é litisconsorte passiva necessária, e o juiz deve intimar a autora para emendar a inicial.;No litisconsórcio necessário, o juiz deve determinar a emenda da inicial.;Não se aplica.
Direito Processual Civil;Ação Monitória;Médio;A ação monitória é uma espécie de procedimento especial destinado àquele que, com base em prova escrita sem eficácia de título executivo, desejar obter título executivo judicial, com vistas a obter o cumprimento da obrigação perante o devedor. Sobre a ação monitória, assinale a afirmativa correta.;Não é admissível a ação monitória em face da Fazenda Pública.;A ação monitória pode ter como objeto o cumprimento do direito de exigir o adimplemento de obrigação de fazer.;A citação por edital não é admitida em sede de ação monitória.;Sendo evidente o direito do autor de receber um crédito, o juiz deferirá a expedição de mandado de pagamento, concedendo ao réu o prazo de três dias para o cumprimento.;Cabe agravo de instrumento contra o pronunciamento jurisdicional que acolhe ou rejeita os embargos monitórios.;a;A ação monitória não é admitida contra a Fazenda Pública, conforme art. 700, § 2º, do CPC.;A ação monitória não se aplica à Fazenda Pública.;Não se aplica.
Direito Processual Civil;Embargos de Declaração;Médio;Menor absolutamente incapaz, devidamente representado por sua genitora, intentou ação pelo procedimento comum em face da operadora de plano de saúde contratada por sua família, tendo pleiteado a condenação da ré a lhe custear um medicamento de uso permanente cuja cobertura lhe fora negada. Na petição inicial, foi requerida, também, a concessão de tutela provisória, consubstanciada na edição de ordem judicial para que a demandada imediatamente custeasse o valor do medicamento prescrito para o autor. Apreciando a peça exordial, o magistrado procedeu ao juízo positivo de admissibilidade da demanda, ordenando a citação da parte ré, embora tivesse ressalvado que o requerimento da tutela provisória somente seria examinado após a vinda da contestação. Regularmente citada, a ré ofertou a sua peça contestatória, a que se seguiu a intimação do órgão do Ministério Público, que se pronunciou no sentido de que fosse deferida a tutela provisória vindicada na petição inicial. Não obstante, o juiz da causa, entendendo que o feito já se encontrava completamente instruído, proferiu de imediato sentença de mérito em que julgava procedente o pleito autoral. Tomando ciência da sentença, constatou o órgão ministerial que nenhum de seus tópicos continha a menção à concessão da tutela provisória, razão pela qual protocolizou, sete dias úteis depois de sua intimação pessoal, o recurso de embargos de declaração, requerendo a apreciação e o deferimento da medida em favor do demandante, ponto em relação ao qual alegou ter ficado caracterizada a omissão do órgão julgador no ato sentencial. É correto afirmar, sobre esse quadro, que os embargos de declaração manejados pelo órgão do Ministério Público;não merecem ser conhecidos, haja vista a sua intempestividade.;não merecem ser conhecidos, haja vista a sua ilegitimidade recursal.;não merecem ser conhecidos, haja vista a falta de interesse recursal.;merecem ser conhecidos, porém desprovidos, já que não ficou configurado o vício da omissão.;merecem ser conhecidos e providos, para o fim de se apreciar e deferir o requerimento de tutela provisória.;e;Houve omissão sobre o pedido de tutela provisória, e o MP tem legitimidade para recorrer em favor do menor. Os embargos são cabíveis para suprir a omissão.;Embargos de declaração são cabíveis para suprir omissão.;Não se aplica.
Direito Processual Civil;Incidente de Desconsideração da Personalidade Jurídica;Médio;Pedro é autor de ação ordinária em face da sociedade Carros Bonitos Ltda. em trâmite na 1ª Vara Cível da Comarca de Ponto Chique – MG, pugnando pela condenação desta última a efetuar a troca de veículo adquirido em sua unidade, o qual fora alegadamente vendido com vício oculto, bem como a lhe pagar indenização por danos materiais e morais. No curso da fase instrutória, Pedro identificou que os sócios da Carros Bonitos Ltda. estavam praticando atos ilícitos em detrimento do patrimônio social, motivo pelo que requereu a instauração de incidente de desconsideração da personalidade jurídica. Sobre o caso acima, assinale a afirmativa correta.;O requerimento deve ser indeferido, pois a instauração do incidente de desconsideração da personalidade jurídica é cabível apenas no cumprimento de sentença e na execução fundada em título executivo extrajudicial.;Admitido o incidente pelo juiz, não haverá suspensão do processo, que poderá prosseguir de forma simultânea.;O incidente será resolvido por decisão interlocutória, impugnável por meio de recurso de apelação.;O pedido de Pedro não impediria que o juiz, de ofício, instaurasse o incidente de desconsideração da personalidade jurídica.;Instaurado o incidente, o sócio será citado para manifestar-se e requerer as provas cabíveis no prazo de 15 (quinze) dias.;e;No incidente de desconsideração, o sócio é citado para se manifestar no prazo de 15 dias, conforme art. 133, § 3º, do CPC.;O incidente de desconsideração segue regras específicas do CPC.;Não se aplica.
Direito Processual Civil;Tutela Cautelar;Médio;Karina formulou requerimento de tutela cautelar antecedente em face de Rafael, pleiteando o sequestro de dois automóveis que estão sob a posse desse último, com o intuito de preservar a efetividade da futura ação de rescisão do negócio jurídico. Rafael não contestou o pedido. O juízo deferiu a tutela em 20/05/2023. O sequestro do primeiro automóvel, por sua vez, foi realizado em 30/05/2023. O sequestro do segundo automóvel, a seu turno, foi efetivado em 20/09/2023. Karina formulou o pedido principal em 25/09/2023. Sobre o caso narrado, assinale a afirmativa correta.;No momento da formulação do pedido principal, já havia sido ultrapassado o prazo previsto no Código de Processo Civil, de modo que a tutela cautelar deverá perder sua eficácia e o processo ser extinto sem exame do mérito.;Karina não pode aditar a causa de pedir no momento da formulação do pedido principal.;A formulação do pedido principal prescinde do adiantamento de novas custas processuais.;O prazo para formulação do pedido principal tem início na data de concessão da tutela cautelar.;A ausência de contestação do pedido não induz à presunção de veracidade dos fatos alegados pela autora.;c;Na tutela cautelar antecedente, o pedido principal não requer novas custas, conforme art. 304 do CPC.;O pedido principal na tutela cautelar antecedente não exige novas custas.;Não se aplica.
Direito Processual Civil;Competência;Médio;Gerson, residente na Comarca do Rio de Janeiro-RJ, ajuizou ação reivindicatória em face de Denise, residente na Comarca de Maricá-RJ. Segundo narrado na petição inicial, Denise vem ocupando irregularmente um imóvel de propriedade de Gerson, localizado na Comarca de Saquarema-RJ, há cerca de dois anos. A demanda foi distribuída à 1ª Vara Cível da Comarca de Maricá. Ao realizar a admissibilidade da petição inicial, caberá ao juiz;determinar a citação de Denise, por se tratar de juízo competente para apreciar a causa.;declinar a competência em favor de um dos Juízos da Comarca de Saquarema, que é o juízo competente para apreciar a pretensão reivindicatória de Gerson.;determinar a citação de Denise e, caso não haja manifestação em sede de contestação, haverá a prorrogação da competência do Juízo da 1ª Vara Cível da Comarca de Maricá, por se tratar de incompetência relativa.;suscitar conflito negativo de competência, remetendo os autos ao Tribunal de Justiça para que defina qual é a Comarca competente, uma vez que o domicílio da ré não é o mesmo no qual o imóvel está situado.;declinar a competência em favor de um dos Juízos Cíveis da Comarca do Rio de Janeiro-RJ, que é o juízo competente para apreciar a pretensão reivindicatória de Gerson.;b;A ação reivindicatória é competência do foro onde está o imóvel (art. 46, I, do CPC).;A competência para ação reivindicatória é do foro da situação do imóvel.;Não se aplica.
Direito Processual Civil;Sucessão Processual;Médio;Aristóteles é citado em ação movida por Sócrates. O objetivo da ação é a demolição parcial de imóvel urbano, constando do registro imobiliário que Aristóteles é o proprietário do bem. No dia seguinte à citação, Aristóteles vende o imóvel a Heráclito (ambos sabiam que a ação estava para ser proposta). Em seguida, Aristóteles comunica o negócio ao juízo em que corre a ação, juntando cópia da escritura, na qual o comprador assume os riscos da aquisição e o ônus de contestar as ações que existissem. Sobre a hipótese narrada, assinale a afirmativa correta.;Caso não ocorra o ingresso voluntário de Heráclito, o juiz deve intimar o autor para, sob pena de extinção, integrar o comprador ao polo passivo, de modo a possibilitar a ampla defesa.;Heráclito pode imediatamente assumir o polo passivo, em sucessão ao réu originário, mesmo contra a vontade do autor, pois os pressupostos necessários (concordância do réu e legítimo interesse) estão demonstrados.;Sócrates pode, não obstante a escritura, recusar o ingresso de Heráclito como sucessor do réu originário, e, ainda assim, a eventual sentença de procedência será oponível a este.;O litisconsórcio será facultativo, mas, por força dos limites subjetivos da coisa julgada, se não houver o ingresso do comprador, a eventual sentença não será oponível a este.;A posição do comprador será a de assistente simples, e ainda que o autor concorde, o juiz não pode deferir a sucessão de réu, depois da citação, pois isso está fora das taxativas hipóteses legais.;c;A sentença reivindicatória é oponível ao sucessor, independentemente de ingresso no processo.;A sentença reivindicatória produz efeitos contra o sucessor.;Não se aplica.
Direito Civil;Capacidade Civil;Fácil;"Felipe, brasileiro nato, casado, estudante, 16 anos de idade; Renata, brasileira nata, solteira, servidora pública efetiva, 17 anos de idade; e Valter, brasileiro naturalizado, viúvo, aposentado, 83 anos de idade, resolveram constituir uma associação. Entre os três, a capacidade para exercer pessoalmente os atos da vida civil encontra-se em";Valter, apenas.;Felipe e Valter, apenas.;Renata e Valter, apenas.;Felipe e Renata, apenas.;Felipe, Renata e Valter.;c;Renata, com 17 anos, é relativamente incapaz, mas como servidora pública efetiva, é emancipada (art. 5º, parágrafo único, III, do CC). Valter é plenamente capaz. Felipe, com 16 anos, é relativamente incapaz.;A emancipação pelo exercício de emprego público efetivo ocorre independentemente da idade.;Não se aplica.
Direito Civil;Preferências Creditórias;Médio;Acerca das preferências creditórias do Código Civil, o Superior Tribunal de Justiça vem exercendo, por sua jurisprudência, uma releitura acerca da posição de determinados créditos em concurso de credores. Nesse sentido, assinale a afirmativa correta.;O crédito hipotecário prefere àquele decorrente do IPTU e este, ao condominial.;O crédito decorrente do IPTU prefere ao crédito hipotecário e este, ao condominial.;O crédito hipotecário prefere ao crédito de IPTU e este, ao condominial.;O crédito condominial prefere ao crédito de IPTU e este, ao hipotecário.;O crédito decorrente do IPTU prefere ao crédito condominial e este, ao hipotecário.;b;O STJ entende que o crédito tributário (IPTU) prefere ao hipotecário, e este ao condominial.;O crédito tributário tem preferência sobre o hipotecário.;Não se aplica.
Direito Civil;Tomada de Decisão Apoiada;Médio;Mário, depois de receber diagnóstico de enfermidade que poderia comprometer seu discernimento, convidou seus irmãos, João e Rita, para auxiliá-lo na tomada de decisões que envolvessem negócios jurídicos de certo valor. Depois de reduzirem a termo particular a disciplina do apoio, Mário pediu ajuda a seus irmãos acerca da locação do imóvel de sua titularidade. Rita aconselhou que fosse contratada a locação, à qual João se opôs, por considerar o aluguel baixo. Mário acolheu o conselho de Rita e decidiu realizar a contratação. De forma a precaver o prejuízo do irmão, João propôs uma medida judicial para obstar a locação e requereu que fosse fixado um valor mínimo para a locação. Acerca do pleito de João, é correto afirmar que o juízo deve;respeitar a decisão da maioria e não acolher o pleito.;acolher o pedido ante a ausência de unanimidade dos apoiadores.;acolher o pedido, pois a decisão apoiada depende de homologação judicial.;não conhecer do pedido, pois a tomada de decisão apoiada requer forma pública.;não acolher o pleito, visto que não houve autorização judicial para a tomada de decisão apoiada.;e;A tomada de decisão apoiada requer autorização judicial prévia, conforme art. 1.783-A do CC.;A tomada de decisão apoiada exige autorização judicial.;Não se aplica.
Direito Civil;Contratos;Médio;A ARKT S.A. celebriu contrato com a CLNG Ltda., com prazo de vigência de cinco anos, pelo qual a segunda prestaria serviços de limpeza e conservação do edifício em que funciona a sede da primeira. O contrato previa particularmente a obrigação de que as vidraças externas fossem limpas ao menos uma vez por semana e continha cláusula que previa a possibilidade de resolução em caso de descumprimento dessa obrigação. Ocorre que, no início do terceiro ano, a CLNG deixou de fazer a limpeza das vidraças por três semanas consecutivas, alegando que a sociedade que lhe aluga os andaimes necessários à atividade externa interrompeu os serviços, de modo que, enquanto não conseguisse outra fornecedora, estava impedida de cumprir com sua obrigação. Diante do exposto, se a ARKT quiser pôr fim ao contrato,;deverá ajuizar ação judicial de rescisão do contrato, para desconstituir o negócio jurídico firmado entre as partes, sem efeitos retroativos.;não poderá fazê-lo, visto que a exigibilidade da obrigação de limpar as vidraças externas está suspensa por força maior, que causa impossibilidade temporária.;bastará notificar extrajudicialmente a CLNG de sua decisão, fundada na cláusula resolutiva expressa do contrato que inclui o inadimplemento da obrigação de limpar as vidraças externas.;deverá ajuizar ação judicial declaratória, que reconhecerá a extinção automática do negócio desde a primeira semana de não cumprimento, em razão da condição resolutiva expressa constante do contrato.;não precisará adotar qualquer providência, pois o contrato foi extinto de pleno direito quando a CLNG descumpriu a obrigação de que as vidraças fossem limpas ao menos uma vez por semana, ante a previsão contratual nesse sentido.;c;A cláusula resolutiva expressa permite a resolução extrajudicial por notificação.;A cláusula resolutiva expressa dispensa ação judicial.;Não se aplica.
Direito Civil;Direitos Reais;Médio;Frederico e Guilherme são proprietários de terrenos vizinhos em uma região rural no interior de Goiás. Entre seus terrenos, há algumas frondosas pitangueiras. Sobre essas árvores e seus frutos, assinale a afirmativa correta.;Se Guilherme plantar em seu próprio terreno usando sementes furtadas de Frederico, perderá, em benefício deste, a parte do imóvel em que as árvores florescerem.;Se os frutos da árvore cujo tronco está no terreno de propriedade de Frederico caírem no solo do terreno de Guilherme, Frederico poderá ingressar no imóvel para recolhê-los.;Caso Frederico plante uma pitangueira na parte do terreno que pertence a Guilherme, perderá a árvore em proveito deste, sem direito a ressarcimento, ainda que tenha agido de boa-fé.;Caso a árvore cujo tronco estiver precisamente na linha divisória se enraizar por ambos os terrenos, presume-se que a planta se tornará objeto de condomínio entre Frederico e Guilherme.;Se os ramos da árvore, cujo tronco está situado no terreno de Frederico, atravessarem o plano vertical divisório e entrarem no terreno de Guilherme, este precisará de prévia autorização judicial para cortá-los.;d;A árvore na linha divisória é presumida em condomínio, conforme art. 1.297 do CC.;Árvore na linha divisória é comum.;Não se aplica.
Direito Civil;Direito de Família;Fácil;Cecília, 30 anos, e Edgar, 35 anos, celebraram pacto antenupcial para adotar o regime da participação final nos aquestos. No entanto, antes mesmo da chegada do mês da celebração do casamento, houve uma briga entre o casal, que decidiu romper por diferenças irreconciliáveis. Nesse caso, o pacto antenupcial deve ser considerado;nulo.;ineficaz.;anulável.;revogado.;Inexistente.;b;O pacto antenupcial só produz efeitos após o casamento. Se não houve casamento, é ineficaz.;O pacto antenupcial depende do casamento.;Não se aplica.
Direito Civil;Prescrição e Decadência;Médio;Jorge e Ana são locadores de um apartamento e Carlos, o locatário. No contrato, foi estipulado que o prazo para eventual pretensão de cobrança do valor do aluguel seria de cinco anos. Carlos e Ana, seis meses antes do término da locação, iniciaram relacionamento afetivo. Terminada a locação, Carlos deixou o imóvel, contraiu matrimônio com Ana sob o regime da separação total de bens e passou a morar com ela em outro endereço. Carlos entregou as chaves do apartamento para Jorge, mas deixou de pagar o último mês de aluguel. De forma a não criar embaraços familiares, Jorge e Ana não cobraram o débito de Carlos. Passados seis anos do casamento, o casal se divorciou e Jorge pretende reaver o valor devido por Carlos. Sobre a pretensão de Jorge, assinale a afirmativa correta.;Encontra-se prescrita, pois o prazo de três anos, além de não poder ser alterado, já se esgotou.;É exigível, uma vez que o prazo decadencial de cinco anos ainda não expirou.;não é mais exigível, pois o prazo de cinco anos previsto no contrato já se esgotou.;Decaiu, pois o prazo de cinco anos previsto no contrato já se esgotou.;Permanece exigível, pois o casamento de Ana é motivo de suspensão da prescrição.;d;O prazo para cobrança de aluguel é decadencial de 1 ano, e não pode ser amplado para 5 anos. Portanto, decaiu.;O prazo para cobrança de aluguel é decadencial de 1 ano.;Não se aplica.
Direito Civil;Pagamento;Médio;A Farmácia A Ltda. e a Drogaria B Ltda. mantêm, entre si, conta corrente oriunda da venda de medicamentos de uma para a outra. Quando o cliente não encontra um remédio em uma, a outra fornece e vice-versa. Pactuam que, no último dia útil de cada mês, o saldo devedor deve ser quitado em espécie, sob pena de juros de mora de 0,5% no primeiro mês de atraso e de 1% nos meses subsequentes. Acordaram, por fim, que cada saldo devedor não pago seria independente em relação a eventuais outros. Nos últimos dois meses, a Drogaria B. Ltda. teve problemas de caixa e não conseguiu quitar os dois débitos que se acumularam. No entanto, mesmo após o vencimento da segunda dívida, conseguiu entregar certo valor à Farmácia A Ltda., cujo montante foi suficiente para um dos débitos e, parcialmente, para o outro. Ante a ausência de oposição da Farmácia A Ltda., é correto dizer que o valor entregue;quitou o débito mais antigo.;nada quitou, ante a ausência de recibo.;quitou o débito mais oneroso.;quitou ambos os débitos.;nada quitou, pois o valor não foi integral.;a;Na ausência de indicação, o pagamento imputa-se no débito mais antigo, conforme art. 356 do CC.;A imputação do pagamento é no débito mais antigo.;Não se aplica.
Direito Civil;Direitos Reais;Médio;Artur adquiriu o lote 5, da quadra 3, do loteamento Jardim Esperança. Logo depois de construir sua casa, Artur recebeu uma notificação de Raquel, proprietária do lote 6 (vizinho), reivindicando o imóvel em que foi feita a construção. Surpreso, Artur descobriu que, por um equívoco escusável de localização, terminou por, de fato, construir no lote vizinho. Como o investimento realizado na construção era três vezes superior ao valor de cada lote envolvido, Artur propôs a aquisição do lote 6, o que foi rejeitado por Raquel que pediu, como indenização da construção, 1/3 do valor gasto. Ante a ausência de acordo e de forma a não perder o investimento realizado, Artur;fará jus à aquisição do lote 6 pelo valor de aquisição pago por Raquel.;deverá devolver o imóvel e receber a indenização fixada judicialmente.;perderá o que construiu em proveito de Raquel.;fará jus à aquisição do lote 6, devendo a indenização ser fixada judicialmente.;deverá devolver o imóvel e receber metade do valor gasto na construção.;d;Em caso de construção em terreno alheio de boa-fé, o construtor pode exigir a aquisição do terreno, conforme art. 1.258 do CC.;O construtor de boa-fé pode pleitear a aquisição do terreno.;Não se aplica.
Direito da Criança e do Adolescente / Estatuto do Idoso;Direitos Fundamentais;Fácil;Considerando as disposições do Estatuto da Pessoa Idosa e do Estatuto da Criança e do Adolescente, analise as assertivas a seguir. I. Em todo atendimento de saúde, os maiores de 80 anos terão preferência especial sobre as demais pessoas idosas, exceto em caso de emergência. II. O reconhecimento do estado de filiação é direito personalíssimo, indisponível e imprescritível, podendo ser exercitado contra os pais ou seus herdeiros, sem qualquer restrição, observado o segredo de Justiça. III. É vedada a adoção por procuração, ressalvadas situações especiais em nome do melhor interesse da criança. Está correto apenas o que se afirma em;I.;II.;III.;I e II.;II e III.;e;A I está incorreta porque a preferência é para idosos com mais de 80 anos, mas não sobre outros idosos em não emergência. A II e III estão corretas.;O reconhecimento de filiação é imprescritível e a adoção não pode ser por procuração.;Não se aplica.
Direito Civil;Obrigações;Médio;Soraia, depois de um ano e sete meses de estudos e pesquisas, perdeu sua dissertação de mestrado praticamente pronta, em razão de um grave problema em seu computador. Desesperada com a aproximação do prazo final para a apresentação do trabalho que lhe daria o título de Mestre em Economia, divulgou em uma rede social que pagaria a quantia de R$1.000,00 (mil reais) a quem conseguisse desenvolver um programa apto a restaurar o arquivo nos sete dias subsequentes. Os técnicos começaram a trabalhar, empreendendo grandes esforços de tempo e técnica. Gustavo obteve a solução primeiro, no quinto dia após a promessa, comunicando Soraia do fato. No entanto, Marcelo e Caio conseguiram solucionar o problema, respectivamente, no sexto e no sétimo dia, e, por isso, também procuraram Soraia para receber a quantia, por estarem dentro do prazo por ela estipulado. Sobre a situação hipotética narrada, assinale a afirmativa correta.;Gustavo, Marcelo e Caio devem dividir a quantia prometida, pois todos os três executaram a tarefa no prazo fixado pela promitente.;Gustavo deve receber a quantia prometida, pois foi quem primeiro executou a tarefa.;Por ser negócio jurídico unilateral, Soraia deve indicar quem deve receber a quantia, dado que Gustavo, Marcelo e Caio executaram a tarefa no prazo por ela estipulado.;Soraia deve pagar R$1.000,00 (mil reais) a cada um dos três.;Gustavo deverá receber metade da quantia, por ter executado a tarefa primeiro, e Marcelo e Cláudio devem dividir a outra metade, por terem executado a tarefa depois, mas ainda dentro do prazo.;b;A promessa de recompensa é pagável a quem primeiro executar a tarefa, conforme art. 854 do CC.;A promessa de recompensa é devida a quem primeiro cumprir a tarefa.;Não se aplica.
